my_id;Lon;Lat
46392;534000;495000
46391;534000;495000
46390;534000;495000
46389;534000;495000
46388;534000;495000
46387;534000;495000
46386;534000;495000
46385;534000;495000
46384;534000;495000
46383;534000;495000
46382;534000;495000
46381;534000;495000
46380;534000;495000
46379;534000;495000
46378;534000;494000
46377;534000;494000
46376;534000;494000
46375;534000;494000
46374;534000;494000
46373;535000;494000
46372;535000;494000
46371;535000;494000
46370;535000;494000
46369;535000;494000
46368;535000;494000
46367;535000;494000
46366;535000;494000
46365;535000;494000
46364;535000;494000
46363;535000;494000
46362;535000;494000
46361;535000;494000
46360;535000;494000
46359;535000;494000
46358;535000;494000
46357;535000;494000
46356;535000;494000
46355;535000;494000
46354;535000;494000
46353;535000;494000
46352;535000;494000
46351;535000;493000
46350;535000;493000
46349;535000;493000
46348;535000;493000
46347;535000;493000
46346;535000;493000
46345;535000;493000
46344;535000;493000
46343;535000;493000
46342;535000;493000
46341;535000;493000
46340;536000;493000
46339;536000;493000
46338;536000;493000
46337;536000;493000
46336;536000;493000
46335;536000;493000
46334;536000;493000
46333;536000;493000
46332;536000;493000
46331;536000;493000
46330;536000;493000
46329;536000;493000
46328;536000;493000
46327;536000;493000
46326;536000;493000
46325;536000;493000
46324;536000;493000
46323;536000;493000
46322;536000;493000
46321;536000;493000
46320;536000;493000
46319;536000;493000
46318;536000;493000
46317;537000;493000
46316;537000;493000
46315;537000;493000
46314;537000;493000
46313;537000;493000
46312;537000;493000
46311;537000;493000
46310;537000;493000
46309;537000;493000
46308;537000;493000
46307;537000;493000
46306;537000;493000
46305;537000;493000
46304;537000;493000
46303;537000;493000
46302;537000;493000
46301;537000;493000
46300;537000;493000
46299;537000;493000
46298;537000;493000
46297;537000;493000
46296;537000;493000
46295;537000;493000
46294;537000;492000
46293;537000;492000
46292;537000;492000
46291;537000;492000
46290;537000;492000
46289;537000;492000
46288;537000;492000
46287;537000;492000
46286;537000;492000
46285;537000;492000
46284;537000;492000
46283;537000;492000
46282;537000;492000
46281;537000;492000
46280;537000;492000
46279;538000;492000
46278;538000;492000
46277;538000;492000
46276;538000;492000
46275;538000;492000
46274;538000;492000
46273;538000;492000
46272;538000;492000
46271;538000;492000
46270;538000;492000
46269;538000;492000
46268;538000;492000
46267;538000;492000
46266;538000;492000
46265;538000;492000
46264;538000;492000
46263;538000;492000
46262;538000;492000
46261;538000;492000
46260;538000;492000
46259;538000;492000
46258;538000;492000
46257;539000;492000
46256;539000;492000
46255;539000;492000
46254;539000;492000
46253;539000;492000
46252;539000;492000
46251;539000;492000
46250;539000;492000
46249;539000;492000
46248;539000;492000
46247;539000;492000
46246;539000;492000
46245;539000;492000
46244;539000;492000
46243;539000;492000
46242;539000;492000
46241;539000;492000
46240;539000;492000
46239;539000;492000
46238;539000;492000
46237;539000;492000
46236;539000;492000
46235;539000;492000
46234;539000;492000
46233;539000;492000
46232;539000;492000
46231;539000;492000
46230;539000;492000
46229;539000;492000
46228;539000;492000
46227;539000;492000
46226;539000;492000
46225;539000;492000
46224;539000;492000
46223;539000;492000
46222;539000;492000
46221;539000;492000
46220;540000;492000
46219;540000;492000
46218;540000;492000
46217;540000;492000
46216;540000;492000
46215;540000;492000
46214;540000;492000
46213;540000;492000
46212;540000;492000
46211;540000;492000
46210;540000;492000
46209;540000;492000
46208;540000;492000
46207;540000;492000
46206;540000;492000
46205;540000;492000
46204;540000;492000
46203;540000;492000
46202;540000;492000
46201;540000;492000
46200;540000;492000
46199;540000;492000
46198;540000;492000
46197;540000;492000
46196;540000;492000
46195;540000;492000
46194;540000;492000
46193;541000;492000
46192;541000;492000
46191;541000;492000
46190;541000;492000
46189;541000;492000
46188;541000;492000
46187;541000;492000
46186;541000;492000
46185;541000;492000
46184;541000;492000
46183;541000;492000
46182;541000;492000
46181;541000;492000
46180;541000;492000
46179;541000;492000
46178;541000;492000
46177;541000;492000
46176;541000;492000
46175;541000;492000
46174;541000;492000
46173;541000;492000
46172;541000;492000
46171;541000;492000
46170;541000;492000
46169;541000;492000
46168;541000;492000
46167;541000;492000
46166;541000;492000
46165;541000;492000
46164;542000;492000
46163;542000;492000
46162;542000;492000
46161;542000;492000
46160;542000;492000
46159;542000;492000
46158;542000;492000
46157;542000;492000
46156;542000;492000
46155;542000;492000
46154;542000;492000
46153;542000;492000
46152;542000;492000
46151;542000;491000
46150;542000;491000
46149;542000;491000
46148;542000;491000
46147;542000;491000
46146;542000;491000
46145;542000;491000
46144;542000;491000
46143;542000;491000
46142;542000;491000
46141;542000;491000
46140;542000;491000
46139;542000;491000
46138;542000;491000
46137;542000;491000
46136;542000;490000
46135;542000;490000
46134;542000;490000
46133;542000;490000
46132;542000;490000
46131;542000;490000
46130;542000;490000
46129;542000;490000
46128;542000;490000
46127;542000;490000
46126;542000;490000
46125;542000;490000
46124;542000;490000
46123;542000;490000
46122;542000;490000
46121;542000;490000
46120;542000;490000
46119;542000;490000
46118;542000;490000
46117;542000;490000
46116;542000;490000
46115;542000;490000
46114;542000;490000
46113;542000;490000
46112;542000;490000
46111;542000;490000
46110;543000;490000
46109;543000;490000
46108;543000;490000
46107;543000;490000
46106;543000;490000
46105;543000;490000
46104;543000;490000
46103;543000;490000
46102;543000;490000
46101;543000;490000
46100;543000;490000
46099;543000;490000
46098;543000;490000
46097;543000;490000
46096;543000;490000
46095;543000;490000
46094;543000;490000
46093;543000;490000
46092;543000;490000
46091;543000;490000
46090;543000;490000
46089;543000;490000
46088;543000;490000
46087;543000;490000
46086;543000;490000
46085;543000;490000
46084;543000;490000
46083;543000;490000
46082;543000;490000
46081;543000;490000
46080;543000;490000
46079;543000;490000
46078;543000;490000
46077;543000;490000
46076;543000;490000
46075;543000;490000
46074;543000;490000
46073;543000;490000
46072;543000;490000
46071;543000;490000
46070;543000;490000
46069;543000;490000
46068;543000;490000
46067;543000;490000
46066;543000;489000
46065;543000;489000
46064;543000;489000
46063;543000;489000
46062;543000;489000
46061;543000;489000
46060;543000;489000
46059;543000;489000
46058;543000;489000
46057;543000;489000
46056;543000;489000
46055;543000;489000
46054;543000;489000
46053;543000;489000
46052;543000;489000
46051;543000;489000
46050;543000;489000
46049;543000;489000
46048;543000;489000
46047;543000;489000
46046;543000;489000
46045;543000;489000
46044;543000;489000
46043;543000;489000
46042;543000;489000
46041;543000;489000
46040;543000;489000
46039;543000;489000
46038;543000;489000
46037;543000;489000
46036;543000;489000
46035;543000;489000
46034;543000;489000
46033;543000;489000
46032;543000;489000
46031;543000;489000
46030;543000;489000
46029;543000;489000
46028;543000;489000
46027;543000;489000
46026;543000;489000
46025;543000;489000
46024;543000;489000
46023;543000;489000
46022;543000;489000
46021;543000;489000
46020;543000;489000
46019;543000;489000
46018;543000;489000
46017;543000;489000
46016;543000;489000
46015;543000;489000
46014;543000;489000
46013;543000;489000
46012;543000;489000
46011;543000;489000
46010;543000;489000
46009;543000;489000
46008;543000;488000
46007;543000;488000
46006;543000;488000
46005;543000;488000
46004;543000;488000
46003;543000;488000
46002;543000;488000
46001;543000;488000
46000;543000;488000
45999;543000;488000
45998;543000;488000
45997;543000;488000
45996;543000;488000
45995;543000;488000
45994;543000;488000
45993;543000;488000
45992;543000;488000
45991;543000;488000
45990;543000;488000
45989;543000;488000
45988;543000;488000
45987;543000;488000
45986;543000;488000
45985;543000;488000
45984;543000;488000
45983;543000;488000
45982;543000;488000
45981;543000;488000
45980;543000;488000
45979;543000;488000
45978;544000;488000
45977;544000;488000
45976;544000;488000
45975;544000;488000
45974;544000;488000
45973;544000;488000
45972;544000;488000
45971;544000;488000
45970;544000;488000
45969;544000;488000
45968;544000;488000
45967;544000;488000
45966;544000;488000
45965;544000;488000
45964;544000;488000
45963;544000;488000
45962;544000;488000
45961;544000;488000
45960;544000;488000
45959;544000;488000
45958;545000;488000
45957;545000;488000
45956;545000;488000
45955;545000;488000
45954;545000;488000
45953;545000;488000
45952;545000;488000
45951;545000;488000
45950;545000;488000
45949;545000;488000
45948;545000;488000
45947;545000;488000
45946;545000;488000
45945;545000;488000
45944;545000;488000
45943;545000;488000
45942;545000;488000
45941;545000;488000
45940;545000;488000
45939;545000;488000
45938;545000;488000
45937;545000;488000
45936;545000;488000
45935;545000;488000
45934;545000;488000
45933;545000;488000
45932;545000;488000
45931;546000;488000
45930;546000;488000
45929;546000;488000
45928;546000;488000
45927;546000;488000
45926;546000;488000
45925;546000;488000
45924;546000;488000
45923;546000;488000
45922;546000;488000
45921;546000;488000
45920;546000;488000
45919;546000;488000
45918;546000;488000
45917;546000;488000
45916;546000;488000
45915;546000;488000
45914;546000;488000
45913;547000;488000
45912;547000;488000
45911;547000;488000
45910;547000;488000
45909;547000;488000
45908;547000;488000
45907;547000;488000
45906;547000;488000
45905;547000;488000
45904;547000;488000
45903;547000;488000
45902;547000;489000
45901;547000;489000
45900;547000;489000
45899;547000;489000
45898;547000;489000
45897;547000;489000
45896;547000;489000
45895;547000;489000
45894;547000;489000
45893;547000;489000
45892;547000;489000
45891;547000;489000
45890;547000;489000
45889;547000;489000
45888;547000;489000
45887;547000;489000
45886;547000;489000
45885;547000;490000
45884;547000;490000
45883;547000;490000
45882;547000;490000
45881;547000;490000
45880;547000;490000
45879;547000;490000
45878;547000;490000
45877;547000;490000
45876;547000;490000
45875;548000;490000
45874;548000;490000
45873;548000;490000
45872;548000;490000
45871;548000;490000
45870;548000;490000
45869;548000;490000
45868;548000;490000
45867;548000;490000
45866;548000;490000
45865;548000;490000
45864;548000;490000
45863;548000;490000
45862;548000;490000
45861;548000;490000
45860;548000;490000
45859;548000;490000
45858;548000;490000
45857;548000;490000
45856;548000;490000
45855;548000;490000
45854;548000;490000
45853;548000;490000
45852;548000;491000
45851;548000;491000
45850;548000;491000
45849;548000;491000
45848;548000;491000
45847;548000;491000
45846;548000;491000
45845;548000;490000
45844;548000;490000
45843;548000;490000
45842;548000;490000
45841;548000;490000
45840;548000;490000
45839;548000;490000
45838;548000;490000
45837;548000;490000
45836;548000;490000
45835;548000;490000
45834;548000;490000
45833;548000;490000
45832;548000;490000
45831;548000;490000
45830;548000;490000
45829;548000;490000
45828;548000;490000
45827;548000;490000
45826;548000;490000
45825;548000;490000
45824;548000;490000
45823;548000;490000
45822;548000;490000
45821;548000;490000
45820;548000;490000
45819;548000;490000
45818;548000;490000
45817;548000;490000
45816;549000;490000
45815;549000;490000
45814;549000;490000
45813;549000;490000
45812;549000;490000
45811;549000;490000
45810;549000;490000
45809;549000;490000
45808;549000;490000
45807;549000;490000
45806;549000;490000
45805;549000;490000
45804;549000;490000
45803;549000;490000
45802;549000;490000
45801;549000;490000
45800;549000;490000
45799;549000;490000
45798;549000;490000
45797;549000;490000
45796;549000;490000
45795;549000;490000
45794;549000;490000
45793;549000;490000
45792;549000;490000
45791;549000;490000
45790;549000;490000
45789;549000;490000
45788;549000;490000
45787;549000;490000
45786;549000;490000
45785;549000;490000
45784;549000;490000
45783;549000;490000
45782;549000;490000
45781;549000;490000
45780;549000;490000
45779;549000;490000
45778;549000;490000
45777;549000;490000
45776;549000;490000
45775;549000;490000
45774;549000;490000
45773;549000;490000
45772;549000;490000
45771;549000;490000
45770;549000;490000
45769;549000;490000
45768;549000;490000
45767;549000;490000
45766;549000;490000
45765;549000;490000
45764;549000;490000
45763;549000;490000
45762;549000;490000
45761;549000;490000
45760;549000;490000
45759;549000;490000
45758;550000;489000
45757;550000;489000
45756;550000;489000
45755;550000;489000
45754;550000;489000
45753;550000;489000
45752;550000;489000
45751;550000;489000
45750;550000;489000
45749;550000;489000
45748;550000;489000
45747;550000;489000
45746;550000;488000
45745;550000;488000
45744;550000;488000
45743;550000;488000
45742;550000;488000
45741;550000;488000
45740;550000;488000
45739;550000;488000
45738;550000;488000
45737;550000;488000
45736;550000;488000
45735;550000;488000
45734;550000;488000
45733;550000;488000
45732;550000;488000
45731;550000;488000
45730;551000;489000
45729;551000;489000
45728;551000;489000
45727;551000;489000
45726;551000;489000
45725;551000;489000
45724;551000;489000
45723;551000;489000
45722;551000;489000
45721;551000;489000
45720;551000;489000
45719;551000;489000
45718;552000;489000
45717;552000;489000
45716;552000;489000
45715;552000;489000
45714;552000;489000
45713;552000;489000
45712;552000;489000
45711;552000;489000
45710;552000;489000
45709;552000;489000
45708;552000;489000
45707;552000;489000
45706;552000;489000
45705;552000;489000
45704;552000;489000
45703;552000;489000
45702;552000;489000
45701;552000;489000
45700;552000;489000
45699;552000;489000
45698;552000;489000
45697;552000;489000
45696;552000;489000
45695;552000;489000
45694;552000;489000
45693;552000;489000
45692;552000;489000
45691;552000;489000
45690;552000;489000
45689;552000;489000
45688;552000;489000
45687;552000;489000
45686;552000;489000
45685;552000;489000
45684;552000;489000
45683;552000;489000
45682;552000;489000
45681;552000;489000
45680;553000;489000
45679;553000;489000
45678;553000;489000
45677;553000;489000
45676;553000;489000
45675;553000;489000
45674;553000;489000
45673;553000;489000
45672;553000;489000
45671;553000;489000
45670;553000;489000
45669;553000;489000
45668;553000;489000
45667;553000;489000
45666;553000;489000
45665;553000;489000
45664;553000;489000
45663;553000;489000
45662;553000;489000
45661;553000;489000
45660;553000;489000
45659;553000;489000
45658;553000;489000
45657;553000;489000
45656;553000;489000
45655;553000;489000
45654;553000;489000
45653;553000;489000
45652;553000;489000
45651;553000;489000
45650;553000;489000
45649;553000;489000
45648;553000;489000
45647;553000;489000
45646;553000;489000
45645;553000;489000
45644;553000;489000
45643;553000;489000
45642;553000;489000
45641;553000;489000
45640;553000;489000
45639;553000;489000
45638;553000;489000
45637;553000;489000
45636;553000;489000
45635;553000;490000
45634;553000;490000
45633;553000;490000
45632;553000;490000
45631;553000;490000
45630;553000;490000
45629;553000;490000
45628;553000;490000
45627;553000;490000
45626;553000;490000
45625;553000;490000
45624;553000;490000
45623;553000;490000
45622;553000;490000
45621;553000;490000
45620;554000;490000
45619;554000;490000
45618;554000;490000
45617;554000;490000
45616;554000;490000
45615;554000;490000
45614;554000;490000
45613;554000;490000
45612;554000;490000
45611;554000;490000
45610;554000;490000
45609;554000;490000
45608;554000;490000
45607;554000;490000
45606;554000;490000
45605;554000;490000
45604;554000;490000
45603;554000;490000
45602;554000;490000
45601;554000;490000
45600;554000;490000
45599;554000;490000
45598;554000;490000
45597;554000;490000
45596;554000;490000
45595;554000;490000
45594;554000;490000
45593;554000;490000
45592;554000;490000
45591;554000;490000
45590;554000;490000
45589;554000;490000
45588;554000;490000
45587;554000;490000
45586;554000;490000
45585;554000;490000
45584;554000;490000
45583;554000;490000
45582;554000;490000
45581;554000;490000
45580;554000;490000
45579;554000;490000
45578;554000;491000
45577;554000;491000
45576;554000;491000
45575;554000;491000
45574;554000;491000
45573;554000;491000
45572;554000;491000
45571;554000;491000
45570;554000;491000
45569;554000;491000
45568;554000;491000
45567;554000;491000
45566;554000;491000
45565;554000;491000
45564;554000;491000
45563;554000;491000
45562;554000;491000
45561;554000;491000
45560;554000;491000
45559;554000;491000
45558;555000;491000
45557;555000;491000
45556;555000;491000
45555;555000;491000
45554;555000;491000
45553;555000;491000
45552;555000;491000
45551;555000;491000
45550;555000;491000
45549;556000;491000
45548;556000;491000
45547;556000;491000
45546;556000;491000
45545;556000;491000
45544;556000;491000
45543;556000;491000
45542;556000;491000
45541;556000;491000
45540;556000;491000
45539;556000;491000
45538;556000;491000
45537;556000;491000
