naz_glowna;el_rozr;szer_geo;dlug_geo;wsp_pro_Y;wsp_pro_X;panstwo;woj;powiat;gmina
Os??wka;Os??wka;51??53'42'';21??26'50'';450449.86;668329.30;Polska;mazowieckie;garwoli?‰ski;Garwolin-gmina wiejska
Os??wka;Os??wka;52??34'37'';21??34'43'';526576.86;674663.31;Polska;mazowieckie;wyszkowski;Wyszk??w-obszar wiejski
Os??wka;Os??wka;52??58'22'';21??57'21'';571575.69;698401.32;Polska;mazowieckie;ostrowski;Stary Luboty?‰-gmina wiejska
Os??wka;Os??wka;51??04'42'';21??33'46'';359961.46;679468.70;Polska;mazowieckie;lipski;Sienno-gmina wiejska
Ossa;;51??30'54'';20??28'41'';406419.84;602528.87;Polska;mazowieckie;przysuski;Odrzyw???È-gmina wiejska
Kolonia Ossa;Ossa;51??31'32'';20??28'54'';407592.64;602759.30;Polska;mazowieckie;przysuski;Odrzyw???È-gmina wiejska
Ossolin;;52??18'46'';22??01'28'';498394.07;706093.59;Polska;mazowieckie;w?÷growski;Liw-gmina wiejska
Oss??w;;52??18'37'';21??14'06'';496161.13;652315.45;Polska;mazowieckie;wo?Èomi?‰ski;Wo?Èomin-obszar wiejski
Oss??wno;;52??19'18'';21??46'30'';498700.97;689061.39;Polska;mazowieckie;w?÷growski;Wierzbno-gmina wiejska
Kolonia Oss??wno;Oss??wno;52??18'49'';21??45'47'';497774.35;688281.97;Polska;mazowieckie;w?÷growski;Wierzbno-gmina wiejska
Osta?È??w;;51??17'40'';20??47'51'';382397.47;625287.79;Polska;mazowieckie;szyd?Èowiecki;Chlewiska-gmina wiejska
Osta?È??w-Kresy;Osta?È??w-Kresy;51??18'11'';20??48'10'';383350.08;625638.50;Polska;mazowieckie;szyd?Èowiecki;Chlewiska-gmina wiejska
Kolonia Osta?È??wek;Osta?È??wek;51??17'15'';20??49'41'';381678.10;627436.62;Polska;mazowieckie;szyd?Èowiecki;Chlewiska-gmina wiejska
Osta?È??wek;;51??17'23'';20??48'58'';381904.46;626597.90;Polska;mazowieckie;szyd?Èowiecki;Chlewiska-gmina wiejska
Ostaszewo;Ostaszewo;52??46'22'';20??48'33'';546760.32;622005.83;Polska;mazowieckie;ciechanowski;So?‰sk-gmina wiejska
Ostaszewo-Pa?‰ki;Ostaszewo-Pa?‰ki;52??44'25'';20??49'18'';543181.24;622942.65;Polska;mazowieckie;pu?Ètuski;Gzy-gmina wiejska
Ostaszewo-W?Èuski;Ostaszewo-W?Èuski;52??44'57'';20??48'03'';544134.21;621512.02;Polska;mazowieckie;pu?Ètuski;Gzy-gmina wiejska
Ostaszewo Wielkie;;52??45'25'';20??49'01'';545026.33;622577.19;Polska;mazowieckie;pu?Ètuski;Gzy-gmina wiejska
Ostaszki;;52??21'36'';21??48'42'';503058.63;691393.32;Polska;mazowieckie;w?÷growski;Korytnica-gmina wiejska
Ostatni Go?çciniec;Ostatni Go?çciniec;51??19'44'';21??44'18'';388252.36;690713.02;Polska;mazowieckie;zwole?‰ski;Przy?È?÷k-gmina wiejska
Ostoja;Ostoja;52??09'17'';20??49'10'';478082.81;624430.16;Polska;mazowieckie;pruszkowski;Pruszk??w-gmina miejska
Ostoje;;52??08'03'';22??35'43'';480323.09;745965.64;Polska;mazowieckie;siedlecki;Mordy-obszar wiejski
Osiedle Ostrobramska;Ostrobramska;52??14'17'';21??06'39'';487890.44;644081.44;Polska;mazowieckie;m. St. Warszawa;Praga-Po?Èudnie-dzielnica
Ostro?È?÷ka;Ostro?È?÷ka;53??04'53'';21??34'21'';582651.75;672248.81;Polska;mazowieckie;m. Ostro?È?÷ka;Ostro?È?÷ka-gmina miejska
Ostro?È?÷ka;Ostro?È?÷ka;51??50'05'';21??15'37'';443336.02;655677.47;Polska;mazowieckie;gr??jecki;Warka-obszar wiejski
Ostro?È?÷ka;;51??26'30'';20??47'20'';398748.85;624288.33;Polska;mazowieckie;radomski;Przytyk-gmina wiejska
Ostrom?÷czyn;Ostrom?÷czyn;52??16'12'';22??50'39'';496296.29;762186.99;Polska;mazowieckie;?Èosicki;Plater??w-gmina wiejska
Ostrom?÷czyn-Kolonia;Ostrom?÷czyn-Kolonia;52??16'07'';22??49'29'';496073.50;760870.13;Polska;mazowieckie;?Èosicki;Plater??w-gmina wiejska
Ostrowce;Ostrowce;52??38'36'';19??25'46'';530916.39;529040.83;Polska;mazowieckie;p?Èocki;Brudze?‰ Du??y-gmina wiejska
Ostrowce;;52??16'34'';19??59'44'';490477.22;567902.90;Polska;mazowieckie;sochaczewski;I?È??w-gmina wiejska
Ostrowe-Dyle;Ostrowe-Dyle;53??08'39'';20??49'34'';588095.66;622094.72;Polska;mazowieckie;przasnyski;Krzynow?Èoga Ma?Èa-gmina wiejska
Ostrowe-Kokacze;Ostrowe-Kokacze;53??08'12'';20??49'25'';587259.78;621954.05;Polska;mazowieckie;przasnyski;Krzynow?Èoga Ma?Èa-gmina wiejska
Ostrowe-Kopcie;Ostrowe-Kopcie;53??08'38'';20??50'24'';588101.59;623027.46;Polska;mazowieckie;przasnyski;Krzynow?Èoga Ma?Èa-gmina wiejska
Ostrowe-Przedbory;Ostrowe-Przedbory;53??08'10'';20??48'51'';587177.98;621325.73;Polska;mazowieckie;przasnyski;Krzynow?Èoga Ma?Èa-gmina wiejska
Ostrowe-Sta?‰czyki;Ostrowe-Sta?‰czyki;53??08'35'';20??50'02'';587974.47;622626.74;Polska;mazowieckie;przasnyski;Krzynow?Èoga Ma?Èa-gmina wiejska
Ostrowie;Ostrowie;52??41'07'';20??30'33'';536573.77;601981.57;Polska;mazowieckie;p?Èo?‰ski;Sochocin-gmina wiejska
Ostrowiec;Ostrowiec;51??53'30'';21??00'07'';449154.77;637716.33;Polska;mazowieckie;gr??jecki;Chyn??w-gmina wiejska
Ostrowiec;;52??21'53'';22??29'16'';505588.41;737378.58;Polska;mazowieckie;soko?Èowski;Repki-gmina wiejska
Ostrowik;;52??18'09'';21??18'27'';495451.51;657283.24;Polska;mazowieckie;wo?Èomi?‰ski;Po?çwi?÷tne-gmina wiejska
Ostrowik;Ostrowik;52??05'38'';21??24'50'';472492.72;665315.93;Polska;mazowieckie;otwocki;Celestyn??w-gmina wiejska
Ostrowiny;Ostrowiny;52??27'51'';19??26'23'';511014.63;529870.42;Polska;mazowieckie;gostyni?‰ski;Gostynin-gmina wiejska
Ostrownica;;51??14'28'';21??26'55'';377794.21;670858.83;Polska;mazowieckie;zwole?‰ski;Kazan??w-gmina wiejska
Ostrownica-Kolonia;Ostrownica-Kolonia;51??13'51'';21??26'49'';376635.77;670785.30;Polska;mazowieckie;zwole?‰ski;Kazan??w-gmina wiejska
Kolonie Ostrowskie;;52??21'28'';22??27'30'';504708.62;735416.31;Polska;mazowieckie;soko?Èowski;Repki-gmina wiejska
Ostrowy;;52??46'59'';19??38'57'';546580.02;543770.48;Polska;mazowieckie;sierpecki;Gozdowo-gmina wiejska
Ostrowy;;52??47'26'';19??51'23'';547560.22;557732.40;Polska;mazowieckie;sierpecki;Zawidz-gmina wiejska
Ostrowy;;52??35'43'';21??20'43'';528083.57;658801.00;Polska;mazowieckie;wyszkowski;Somianka-gmina wiejska
Ostrowy;Ostrowy;53??10'09'';21??12'41'';591604.32;647763.07;Polska;mazowieckie;ostro?È?÷cki;Baranowo-gmina wiejska
Ostrowy;;51??21'21'';21??32'05'';390737.57;676430.96;Polska;mazowieckie;zwole?‰ski;Zwole?‰-obszar wiejski
Ostro??e?‰ Drugi;Ostro??e?‰ Drugi;51??47'23'';21??45'07'';439506.21;689729.33;Polska;mazowieckie;garwoli?‰ski;Sobolew-gmina wiejska
Ostro??e?‰ Pierwszy;Ostro??e?‰ Pierwszy;51??47'31'';21??44'60'';439765.79;689583.79;Polska;mazowieckie;garwoli?‰ski;Sobolew-gmina wiejska
Ostro??e?‰ Trzeci;Ostro??e?‰ Trzeci;51??46'23'';21??47'37'';437766.30;692679.91;Polska;mazowieckie;garwoli?‰ski;??elech??w-obszar wiejski
Ostr??w;Ostr??w;53??00'45'';20??02'07'';572399.35;569435.92;Polska;mazowieckie;??uromi?‰ski;??uromin-obszar wiejski
Ostr??w;Ostr??w;53??00'48'';20??12'27'';572672.62;580984.84;Polska;mazowieckie;m?Èawski;Szre?‰sk-gmina wiejska
Ostr??w;;52??54'04'';19??49'26'';559828.67;555400.59;Polska;mazowieckie;sierpecki;Ro?çciszewo-gmina wiejska
Ostr??w;Ostr??w;52??06'15'';21??23'42'';473597.94;663974.30;Polska;mazowieckie;otwocki;Celestyn??w-gmina wiejska
Ostr??w;Ostr??w;53??07'50'';21??31'04'';587993.24;668389.98;Polska;mazowieckie;ostro?È?÷cki;Lelis-gmina wiejska
Ostr??w;Ostr??w;51??44'56'';21??24'02'';434114.89;665658.94;Polska;mazowieckie;kozienicki;Magnuszew-gmina wiejska
Ostr??w;Ostr??w;51??45'27'';21??26'35'';435169.51;668559.32;Polska;mazowieckie;garwoli?‰ski;Maciejowice-gmina wiejska
Ostr??w;Ostr??w;51??48'37'';21??52'58'';442134.43;698652.86;Polska;mazowieckie;garwoli?‰ski;??elech??w-miasto
Ostr??w-Kania;Ostr??w-Kania;52??12'46'';21??26'51'';485788.27;667163.93;Polska;mazowieckie;mi?‰ski;D?÷be Wielkie-gmina wiejska
Ostr??w Mazowiecka;Ostr??w Mazowiecka;52??48'21'';21??53'52'';552850.36;695261.26;Polska;mazowieckie;ostrowski;Ostr??w Mazowiecka-gmina miejska
Ostr??wek;;52??45'21'';21??25'02'';546094.40;663072.48;Polska;mazowieckie;wyszkowski;Rz?˘?çnik-gmina wiejska
Ostr??wek;;52??37'00'';21??12'38'';530173.36;649607.13;Polska;mazowieckie;pu?Ètuski;Zatory-gmina wiejska
Ostr??wek;Ostr??wek;52??34'09'';21??13'05'';524916.58;650271.43;Polska;mazowieckie;pu?Ètuski;Zatory-gmina wiejska
Ostr??wek;Ostr??wek;53??18'02'';21??02'36'';605881.03;636134.58;Polska;mazowieckie;przasnyski;Chorzele-obszar wiejski
Ostr??wek;;52??29'21'';21??12'32'';515994.65;649928.42;Polska;mazowieckie;wo?Èomi?‰ski;D?˘br??wka-gmina wiejska
Ostr??wek;Ostr??wek;52??28'53'';21??30'06'';515778.25;669827.62;Polska;mazowieckie;wyszkowski;Zabrodzie-gmina wiejska
Ostr??wek;Ostr??wek;52??14'39'';20??41'55'';487817.25;615938.28;Polska;mazowieckie;warszawski zachodni;O??ar??w Mazowiecki-obszar wiejski
Ostr??wek;;52??23'27'';21??21'52'';505396.98;660843.10;Polska;mazowieckie;wo?Èomi?‰ski;Klemb??w-gmina wiejska
Ostr??wek;Ostr??wek;52??11'40'';22??11'37'';485736.57;718198.42;Polska;mazowieckie;siedlecki;Siedlce-gmina wiejska
Ostr??wek;Ostr??wek;53??15'02'';21??09'50'';600550.92;644320.86;Polska;mazowieckie;ostro?È?÷cki;Baranowo-gmina wiejska
Ostr??wek;Ostr??wek;51??59'35'';21??14'41'';460916.95;654076.55;Polska;mazowieckie;otwocki;Karczew-obszar wiejski
Ostr??wek;Ostr??wek;53??07'16'';21??31'04'';586945.81;668434.28;Polska;mazowieckie;ostro?È?÷cki;Olszewo-Borki-gmina wiejska
Ostr??wek;;52??33'29'';21??45'56'';524951.68;687404.61;Polska;mazowieckie;w?÷growski;?¸och??w-obszar wiejski
Ostr??wek;Ostr??wek;52??25'39'';21??45'44'';510432.48;687741.44;Polska;mazowieckie;w?÷growski;Korytnica-gmina wiejska
Ostr??wek;Ostr??wek;52??20'33'';21??47'15'';501036.46;689821.65;Polska;mazowieckie;mi?‰ski;Dobre-gmina wiejska
Ostr??wek;;52??19'07'';22??24'35'';500203.40;732305.72;Polska;mazowieckie;soko?Èowski;Repki-gmina wiejska
Ostr??wek;Ostr??wek;51??46'56'';21??11'44'';437374.65;651402.28;Polska;mazowieckie;gr??jecki;Warka-miasto
Ostr??wek;Ostr??wek;51??48'46'';21??23'12'';441173.21;664467.21;Polska;mazowieckie;kozienicki;Magnuszew-gmina wiejska
Ostr??wek;Ostr??wek;51??51'46'';21??15'00'';446456.74;654884.05;Polska;mazowieckie;gr??jecki;Warka-obszar wiejski
Ostr??wek;;51??16'39'';20??42'11'';380356.87;618749.04;Polska;mazowieckie;przysuski;Borkowice-gmina wiejska
Ostr??wiec;Ostr??wiec;52??02'11'';21??16'06'';465789.30;655535.00;Polska;mazowieckie;otwocki;Karczew-obszar wiejski
Ostr??wik;Ostr??wik;51??56'49'';21??15'30'';455827.62;655169.40;Polska;mazowieckie;piaseczy?‰ski;G??ra Kalwaria-obszar wiejski
Ostr??wka;;51??15'18'';21??26'47'';379326.22;670647.35;Polska;mazowieckie;zwole?‰ski;Kazan??w-gmina wiejska
Ostryb??r;Ostryb??r;51??53'29'';21??21'38'';449879.39;662380.27;Polska;mazowieckie;garwoli?‰ski;Wilga-gmina wiejska
Ostryk???È Dworski;;52??47'22'';21??28'32'';549964.98;666878.53;Polska;mazowieckie;wyszkowski;D?Èugosiod?Èo-gmina wiejska
Ostryk???È W?Èo?çcia?‰ski;;52??47'05'';21??28'60'';549458.06;667420.88;Polska;mazowieckie;wyszkowski;D?Èugosiod?Èo-gmina wiejska
Ostrzeniewo;;52??39'41'';20??46'48'';534339.34;620347.69;Polska;mazowieckie;pu?Ètuski;?‹wiercze-gmina wiejska
Ostrzeszewo;Ostrzeszewo;52??15'48'';20??16'38'';489357.90;587138.61;Polska;mazowieckie;sochaczewski;Sochaczew-gmina miejska
Ostrzykowizna;Ostrzykowizna;52??26'55'';20??35'11'';510387.13;607783.94;Polska;mazowieckie;nowodworski;Zakroczym-miasto
Ostrzykowo;Ostrzykowo;52??36'12'';20??02'15'';526913.91;570241.43;Polska;mazowieckie;p?Èocki;Staro??reby-gmina wiejska
Ostrzyk??wek;Ostrzyk??wek;52??36'12'';20??01'20'';526895.03;569207.46;Polska;mazowieckie;p?Èocki;Staro??reby-gmina wiejska
Osuch??w;;51??53'55'';20??35'24'';449230.20;609364.62;Polska;mazowieckie;??yrardowski;Mszczon??w-obszar wiejski
Osuch??w;Osuch??w;51??49'10'';21??29'28'';442169.81;671643.06;Polska;mazowieckie;garwoli?‰ski;Wilga-gmina wiejska
Osuch??w;Osuch??w;51??39'21'';20??49'23'';422601.19;626071.51;Polska;mazowieckie;bia?Èobrzeski;Promna-gmina wiejska
Osuch??w;;51??17'05'';21??25'59'';382593.51;669617.53;Polska;mazowieckie;zwole?‰ski;Kazan??w-gmina wiejska
Osuch??w-Kolonia;Osuch??w-Kolonia;51??54'28'';20??34'39'';450230.62;608482.80;Polska;mazowieckie;??yrardowski;Mszczon??w-obszar wiejski
Osuch??w-Parcela;Osuch??w-Parcela;51??55'11'';20??35'10'';451571.44;609046.00;Polska;mazowieckie;??yrardowski;Mszczon??w-obszar wiejski
Osyski;Osyski;52??55'48'';20??47'04'';564210.83;619905.94;Polska;mazowieckie;ciechanowski;Opinog??ra G??rna-gmina wiejska
Oszczerze;;52??17'52'';22??00'31'';496681.74;705084.26;Polska;mazowieckie;w?÷growski;Gr?÷bk??w-gmina wiejska
Oszczywilk;Oszczywilk;52??50'07'';20??05'18'';552744.60;573298.82;Polska;mazowieckie;p?Èo?‰ski;Raci?˘??-gmina wiejska
O?çcis?Èowo;O?çcis?Èowo;52??50'03'';20??27'11'';553055.26;597856.12;Polska;mazowieckie;ciechanowski;Glinojeck-obszar wiejski
O?çmiorki;O?çmiorki;53??03'57'';21??10'24'';580034.69;645583.19;Polska;mazowieckie;makowski;Krasnosielc-gmina wiejska
O?çniak;;53??07'54'';19??48'11'';585451.89;553712.65;Polska;mazowieckie;??uromi?‰ski;Lubowidz-gmina wiejska
O?çnica;O?çnica;52??51'06'';21??02'20'';555959.29;637250.05;Polska;mazowieckie;makowski;Karniewo-gmina wiejska
O?çnica;O?çnica;52??30'56'';19??45'38'';516907.82;551594.74;Polska;mazowieckie;m. P?Èock;P?Èock-gmina miejska
O?çnica-Grab??wka;O?çnica-Grab??wka;52??31'27'';19??44'13'';517837.84;549975.36;Polska;mazowieckie;m. P?Èock;P?Èock-gmina miejska
O?çniki;O?çniki;52??23'13'';20??28'42'';503375.77;600581.12;Polska;mazowieckie;nowodworski;Leoncin-gmina wiejska
O?çniki;;51??29'04'';20??37'24'';403236.52;612681.17;Polska;mazowieckie;przysuski;Klw??w-gmina wiejska
O?çrodek;O?çrodek;52??42'45'';19??35'22'';538699.43;539807.96;Polska;mazowieckie;sierpecki;Mochowo-gmina wiejska
O?çrodek;O?çrodek;52??45'08'';20??02'24'';543471.63;570178.65;Polska;mazowieckie;p?Èocki;Drobin-obszar wiejski
Otal?˘??;Otal?˘??;51??40'33'';20??42'06'';424645.95;617628.56;Polska;mazowieckie;gr??jecki;Mogielnica-obszar wiejski
Otal?˘?? Dolna;Otal?˘?? Dolna;51??40'07'';20??42'18'';423826.23;617865.42;Polska;mazowieckie;gr??jecki;Mogielnica-obszar wiejski
Otal?˘?? G??rna;Otal?˘?? G??rna;51??40'35'';20??42'23'';424706.15;617947.92;Polska;mazowieckie;gr??jecki;Mogielnica-obszar wiejski
Otal?˘??ka;Otal?˘??ka;51??40'12'';20??44'28'';424052.80;620364.95;Polska;mazowieckie;gr??jecki;Mogielnica-obszar wiejski
Otm?÷t;Otm?÷t;52??39'51'';22??00'38'';537423.30;703518.17;Polska;mazowieckie;ostrowski;Ma?Èkinia G??rna-gmina wiejska
Otok;Otok;53??05'44'';21??33'37'';584198.73;671366.87;Polska;mazowieckie;m. Ostro?È?÷ka;Ostro?È?÷ka-gmina miejska
Otolino;Otolino;52??34'46'';19??47'49'';524023.93;553979.03;Polska;mazowieckie;p?Èocki;Radzanowo-gmina wiejska
Otr?÷busy;Otr?÷busy;52??07'38'';20??45'41'';474917.87;620536.37;Polska;mazowieckie;pruszkowski;Brwin??w-obszar wiejski
Ott??wka;Ott??wka;52??28'25'';19??26'08'';512065.12;529572.86;Polska;mazowieckie;gostyni?‰ski;Gostynin-gmina wiejska
Otwock;Otwock;52??06'26'';21??15'56'';473651.82;655103.30;Polska;mazowieckie;otwocki;Otwock-gmina miejska
Otwock Ma?Èy;Otwock Ma?Èy;52??03'38'';21??15'14'';468428.56;654462.73;Polska;mazowieckie;otwocki;Karczew-obszar wiejski
Otwock Wielki;Otwock Wielki;52??02'58'';21??14'52'';467190.82;654085.24;Polska;mazowieckie;otwocki;Karczew-obszar wiejski
Owad??w;;51??29'19'';21??12'14'';404745.36;652963.08;Polska;mazowieckie;radomski;Jastrz?÷bia-gmina wiejska
Owad??w-Kolonia;Owad??w-Kolonia;51??29'29'';21??11'32'';405036.74;652136.61;Polska;mazowieckie;radomski;Jastrz?÷bia-gmina wiejska
Owczarnia;Owczarnia;52??06'25'';20??42'16'';472570.80;616699.69;Polska;mazowieckie;pruszkowski;Brwin??w-obszar wiejski
Owsianka;;52??30'30'';21??41'21'';519216.29;682441.78;Polska;mazowieckie;wo?Èomi?‰ski;Jad??w-gmina wiejska
Oziemk??wka;Oziemk??wka;51??54'56'';21??45'50'';453517.69;690034.54;Polska;mazowieckie;garwoli?‰ski;Miastk??w Ko?çcielny-gmina wiejska
Ozor??w;;52??07'27'';22??01'50'';477446.46;707387.16;Polska;mazowieckie;siedlecki;Sk??rzec-gmina wiejska
Kolonia Ozor??w;Ozor??w;52??06'46'';22??01'47'';476173.52;707374.71;Polska;mazowieckie;siedlecki;Sk??rzec-gmina wiejska
O??ar??w;O??ar??w;52??12'42'';20??49'06'';484402.42;624197.50;Polska;mazowieckie;warszawski zachodni;O??ar??w Mazowiecki-miasto
O??ar??w Mazowiecki;;52??12'29'';20??47'39'';483959.80;622556.92;Polska;mazowieckie;warszawski zachodni;O??ar??w Mazowiecki-miasto
O??ar??wek;O??ar??wek;52??12'43'';20??50'04'';484473.10;625299.25;Polska;mazowieckie;warszawski zachodni;O??ar??w Mazowiecki-miasto
O??umiech;O??umiech;53??07'58'';20??42'49'';586644.67;614615.45;Polska;mazowieckie;przasnyski;Krzynow?Èoga Ma?Èa-gmina wiejska
Pabianki;Pabianki;51??34'51'';20??45'20'';414165.00;621602.70;Polska;mazowieckie;bia?Èobrzeski;Wy?çmierzyce-obszar wiejski
Pabierowice;Pabierowice;51??49'40'';20??54'11'';441872.13;631101.53;Polska;mazowieckie;gr??jecki;Gr??jec-obszar wiejski
Pacew;Pacew;51??39'60'';20??53'18'';423925.00;630544.51;Polska;mazowieckie;bia?Èobrzeski;Promna-gmina wiejska
Pach;Pach;53??03'00'';21??17'21'';578517.99;653391.94;Polska;mazowieckie;makowski;Krasnosielc-gmina wiejska
Pachtarnia;Pachtarnia;52??52'24'';19??55'60'';556829.73;562799.90;Polska;mazowieckie;sierpecki;Zawidz-gmina wiejska
Paciejewo;Paciejewo;52??43'09'';19??53'12'';539661.86;559879.52;Polska;mazowieckie;p?Èocki;Drobin-obszar wiejski
Paciorkowa Wola Nowa;;51??23'12'';21??38'17'';394418.47;683499.09;Polska;mazowieckie;zwole?‰ski;Zwole?‰-obszar wiejski
Paciorkowa Wola Stara;;51??23'11'';21??37'36'';394359.14;682708.13;Polska;mazowieckie;zwole?‰ski;Zwole?‰-obszar wiejski
Pacyna;Pacyna;52??18'00'';19??42'45'';492905.86;548570.97;Polska;mazowieckie;gostyni?‰ski;Pacyna-gmina wiejska
Pacyna;Pacyna;51??27'04'';21??13'54'';400642.99;655016.52;Polska;mazowieckie;radomski;Jastrz?÷bia-gmina wiejska
Paczkowizna;Paczkowizna;51??52'27'';21??05'27'';447376.87;643880.91;Polska;mazowieckie;gr??jecki;Chyn??w-gmina wiejska
Paczuski Du??e;;52??20'40'';22??08'09'';502237.08;713529.40;Polska;mazowieckie;soko?Èowski;Bielany-gmina wiejska
Paczuski Ma?Èe;;52??20'27'';22??07'33'';501806.21;712865.99;Polska;mazowieckie;soko?Èowski;Bielany-gmina wiejska
Paderewek;;52??32'43'';22??20'08'';525168.13;726093.98;Polska;mazowieckie;soko?Èowski;Sterdy?‰-gmina wiejska
Kolonia Paderewek;Paderewek;52??32'09'';22??21'37'';524196.17;727818.15;Polska;mazowieckie;soko?Èowski;Sterdy?‰-gmina wiejska
Osiedle Ignacego Jana Paderewskiego;Ignacego Jana Paderewskiego;52??11'30'';20??49'56'';482201.22;625197.13;Polska;mazowieckie;pruszkowski;Piast??w-gmina miejska
Pag??rek;Pag??rek;52??27'51'';19??28'22'';511015.99;532108.31;Polska;mazowieckie;gostyni?‰ski;Gostynin-gmina wiejska
Pag??rek;Pag??rek;52??27'18'';19??28'23'';510020.57;532137.43;Polska;mazowieckie;gostyni?‰ski;Gostynin-gmina wiejska
Paj?˘k??w;;51??22'54'';21??47'28'';394257.08;694164.76;Polska;mazowieckie;zwole?‰ski;Przy?È?÷k-gmina wiejska
Pajewo-Cyty;Pajewo-Cyty;52??51'48'';20??47'10'';556798.35;620200.20;Polska;mazowieckie;ciechanowski;Go?Èymin-O?çrodek-gmina wiejska
Pajewo-Kr??le;Pajewo-Kr??le;52??52'17'';20??49'53'';557762.72;623226.87;Polska;mazowieckie;ciechanowski;Opinog??ra G??rna-gmina wiejska
Pajewo-R??yski;Pajewo-R??yski;52??51'42'';20??46'51'';556615.26;619852.82;Polska;mazowieckie;ciechanowski;Go?Èymin-O?çrodek-gmina wiejska
Pajewo-Szwelice;Pajewo-Szwelice;52??51'49'';20??46'23'';556812.79;619324.07;Polska;mazowieckie;ciechanowski;Go?Èymin-O?çrodek-gmina wiejska
Pajewo Wielkie;Pajewo Wielkie;52??51'27'';20??48'05'';556183.12;621243.57;Polska;mazowieckie;ciechanowski;Go?Èymin-O?çrodek-gmina wiejska
Wo??niki-Paklewy;Wo??niki-Paklewy;52??36'29'';19??54'55'';527318.01;561955.14;Polska;mazowieckie;p?Èocki;Radzanowo-gmina wiejska
Pakos?Èaw;;51??11'32'';21??10'42'';371753.61;652166.81;Polska;mazowieckie;radomski;I?È??a-obszar wiejski
Pakulanka;Pakulanka;51??34'38'';20??35'49'';413510.42;610624.40;Polska;mazowieckie;przysuski;Klw??w-gmina wiejska
Palczew;Palczew;51??44'02'';21??05'04'';431780.32;643892.32;Polska;mazowieckie;gr??jecki;Warka-obszar wiejski
Palczew-Parcela;Palczew-Parcela;51??44'24'';21??03'53'';432417.26;642514.06;Polska;mazowieckie;gr??jecki;Warka-obszar wiejski
Palczewo;Palczewo;51??54'13'';20??31'53'';449699.66;605321.73;Polska;mazowieckie;??yrardowski;Mszczon??w-obszar wiejski
Palestyna;Palestyna;52??39'38'';20??30'39'';533833.66;602143.77;Polska;mazowieckie;p?Èo?‰ski;Sochocin-gmina wiejska
Palestyna;Palestyna;51??54'51'';21??10'20'';451992.96;649357.71;Polska;mazowieckie;gr??jecki;Chyn??w-gmina wiejska
Palestyna;Palestyna;52??19'02'';21??47'10'';498236.01;689837.27;Polska;mazowieckie;w?÷growski;Wierzbno-gmina wiejska
Paliszew;Paliszew;51??49'06'';21??46'32'';442760.07;691237.87;Polska;mazowieckie;garwoli?‰ski;G??rzno-gmina wiejska
Palmiry;Palmiry;52??21'59'';20??46'42'';501528.87;621040.13;Polska;mazowieckie;nowodworski;Czosn??w-gmina wiejska
Paluch;Paluch;52??09'28'';20??57'25'';478649.53;633826.65;Polska;mazowieckie;m. St. Warszawa;W?Èochy-dzielnica
Paluch;;51??16'32'';21??26'08'';381580.38;669825.61;Polska;mazowieckie;zwole?‰ski;Kazan??w-gmina wiejska
Paluchy;;52??21'38'';21??33'53'';502495.51;674584.33;Polska;mazowieckie;wo?Èomi?‰ski;Strach??wka-gmina wiejska
Pa?Èapus Szlachecki;Pa?Èapus Szlachecki;52??52'00'';21??56'05'';559719.18;697479.36;Polska;mazowieckie;ostrowski;Ostr??w Mazowiecka-gmina wiejska
Pa?Èapus W?Èo?çcia?‰ski;Pa?Èapus W?Èo?çcia?‰ski;52??52'14'';21??56'17'';560155.43;697680.38;Polska;mazowieckie;ostrowski;Ostr??w Mazowiecka-gmina wiejska
Kolonia Pa?Èapus;Pa?Èapus;52??51'55'';21??54'60'';559523.89;696259.16;Polska;mazowieckie;ostrowski;Ostr??w Mazowiecka-gmina wiejska
Pa?È?÷czek;;51??20'21'';21??47'33'';389536.96;694441.34;Polska;mazowieckie;zwole?‰ski;Przy?È?÷k-gmina wiejska
Pa?È?˘ki;Pa?È?˘ki;51??20'11'';20??41'53'';386907.16;618251.66;Polska;mazowieckie;przysuski;Borkowice-gmina wiejska
Pa?Èki;;51??20'22'';21??32'35'';388935.98;677074.11;Polska;mazowieckie;zwole?‰ski;Zwole?‰-obszar wiejski
Pa?Èuki;Pa?Èuki;52??52'54'';20??45'34'';558811.72;618357.91;Polska;mazowieckie;ciechanowski;Opinog??ra G??rna-gmina wiejska
Pami?˘tka;Pami?˘tka;51??56'32'';20??50'42'';454498.14;626783.58;Polska;mazowieckie;piaseczy?‰ski;Tarczyn-obszar wiejski
Pankowszczyzna;Pankowszczyzna;51??08'54'';21??13'53'';366986.29;656020.68;Polska;mazowieckie;radomski;I?È??a-miasto
